Day,Month,Year,Hour,Min,Sec,mode,Time,BBBV,BBBVs,style,cell0,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,Lcl,Rcl,Dcl,Leff,Reff,Deff,Openings,Islands,Path,GZiNi,HZiNi
17,1,2021,22,2,40,BEG,2.50,9,3.59,NF,19,23,9,3,0,0,0,0,0,12,0,0,10,0,0,1,4,1325,9,9
17,1,2021,22,3,16,BEG,4.09,16,3.91,Flag,16,20,12,5,1,0,0,0,0,19,1,2,17,1,2,4,6,1075,14,14
17,1,2021,22,3,25,BEG,3.29,13,3.95,NF,20,20,11,3,0,0,0,0,0,17,0,0,16,0,0,2,4,1131,13,13
17,1,2021,22,4,6,BEG,2.81,12,4.27,NF,20,22,9,3,0,0,0,0,0,16,0,0,15,0,0,2,3,1041,9,10
17,1,2021,22,4,13,BEG,3.52,16,4.54,Flag,20,16,13,4,1,0,0,0,0,14,1,3,14,1,2,2,1,801,10,12
17,1,2021,22,5,3,BEG,5.41,31,5.73,Flag,12,26,12,4,0,0,0,0,0,14,4,9,11,4,8,2,1,1498,19,18
17,1,2021,22,6,0,BEG,3.66,15,4.09,NF,19,17,14,4,0,0,0,0,0,20,0,0,19,0,0,3,1,1340,13,13
17,1,2021,22,6,6,BEG,2.67,11,4.11,NF,28,14,8,2,1,1,0,0,0,15,0,0,14,0,0,2,2,915,9,11
17,1,2021,22,6,17,BEG,3.44,17,4.94,NF,18,20,14,2,0,0,0,0,0,19,0,0,17,0,0,1,4,643,11,13
17,1,2021,22,6,29,BEG,4.75,18,3.78,NF,17,19,15,3,0,0,0,0,0,27,0,0,27,0,0,4,4,1222,14,13
17,1,2021,22,7,8,BEG,7.22,17,2.35,Flag,16,23,11,4,0,0,0,0,0,6,7,24,5,7,9,4,3,1420,12,12
17,1,2021,22,7,54,BEG,2.70,10,3.70,NF,22,15,14,3,0,0,0,0,0,12,0,0,10,0,0,2,3,752,10,10
17,1,2021,22,8,29,BEG,2.52,12,4.76,NF,22,15,11,4,2,0,0,0,0,13,0,0,12,0,0,2,2,824,10,12
17,1,2021,22,9,8,BEG,2.25,5,2.22,NF,23,21,5,4,1,0,0,0,0,12,0,0,9,0,0,2,3,1216,5,5
17,1,2021,22,9,32,BEG,2.16,9,4.16,NF,26,14,7,5,2,0,0,0,0,10,0,0,9,0,0,2,3,720,8,8
17,1,2021,22,9,45,BEG,3.82,16,4.18,Flag,14,26,11,3,0,0,0,0,0,12,2,5,12,2,5,3,4,1023,12,12
18,1,2021,17,6,12,BEG,6.41,24,3.74,Flag,16,24,13,1,0,0,0,0,0,7,4,9,7,4,8,2,1,1142,14,14
18,1,2021,17,8,18,BEG,2.69,11,4.08,Flag,20,23,7,2,2,0,0,0,0,11,1,2,10,1,2,2,5,724,11,11
18,1,2021,17,8,38,BEG,4.85,25,5.15,Flag,13,33,5,3,0,0,0,0,0,10,4,11,9,4,11,4,3,1206,16,16
18,1,2021,17,9,18,BEG,2.97,9,3.03,Flag,23,18,12,1,0,0,0,0,0,9,2,3,8,2,2,2,3,996,8,8
18,1,2021,17,9,31,BEG,6.03,23,3.81,Flag,12,22,15,4,1,0,0,0,0,25,1,4,22,1,3,3,4,1291,16,18
18,1,2021,21,29,3,BEG,4.51,16,3.54,Flag,16,23,12,3,0,0,0,0,0,16,2,7,14,2,4,3,2,1293,11,13
18,1,2021,21,29,32,BEG,3.87,17,4.39,NF,24,11,13,6,0,0,0,0,0,21,0,0,21,0,0,2,1,1087,12,13
18,1,2021,21,29,59,BEG,3.37,13,3.85,NF,24,18,5,5,2,0,0,0,0,18,0,0,16,0,0,2,4,1119,11,12
18,1,2021,21,30,4,BEG,3.51,16,4.55,NF,18,24,8,2,2,0,0,0,0,17,0,0,16,0,0,2,4,994,13,13
18,1,2021,21,30,9,BEG,4.01,15,3.74,Flag,13,28,11,2,0,0,0,0,0,15,2,5,15,2,4,3,4,1286,13,13
18,1,2021,21,30,16,BEG,3.97,22,5.54,NF,20,17,13,4,0,0,0,0,0,24,0,0,22,0,0,1,1,1025,14,16
18,1,2021,21,31,7,BEG,5.01,23,4.59,Flag,13,26,11,2,2,0,0,0,0,25,1,2,23,1,1,3,2,1450,18,19
18,1,2021,21,31,17,BEG,1.98,5,2.52,NF,27,13,11,2,1,0,0,0,0,11,0,0,10,0,0,2,2,1162,5,5
18,1,2021,21,31,23,BEG,2.19,8,3.65,Flag,23,17,12,2,0,0,0,0,0,8,1,1,7,1,1,3,2,728,7,7
18,1,2021,21,31,45,BEG,3.13,12,3.83,NF,22,20,8,2,2,0,0,0,0,15,0,0,14,0,0,2,3,1201,9,11
18,1,2021,21,32,3,BEG,3.18,19,5.97,Flag,18,21,11,4,0,0,0,0,0,14,1,5,12,1,3,2,3,894,12,16
18,1,2021,21,33,15,BEG,3.26,16,4.90,NF,19,19,11,5,0,0,0,0,0,18,0,0,17,0,0,3,2,1015,11,12
18,1,2021,21,33,37,BEG,3.04,10,3.28,Flag,19,24,10,1,0,0,0,0,0,8,3,4,8,3,4,4,1,684,9,10
18,1,2021,21,33,46,BEG,3.75,22,5.86,NF,16,24,11,3,0,0,0,0,0,23,0,0,22,0,0,1,1,897,13,15
18,1,2021,21,35,4,BEG,3.82,14,3.66,NF,22,17,12,2,1,0,0,0,0,19,0,0,17,0,0,2,4,819,12,13
18,1,2021,21,35,57,BEG,4.75,24,5.05,NF,13,28,10,3,0,0,0,0,0,26,0,0,24,0,0,2,4,1064,17,18
18,1,2021,21,36,36,BEG,2.54,10,3.93,NF,17,23,11,3,0,0,0,0,0,14,0,0,11,0,0,3,4,1131,10,10
18,1,2021,21,37,14,BEG,4.56,20,4.38,NF,13,26,15,0,0,0,0,0,0,26,0,0,24,0,0,2,4,1405,15,15
18,1,2021,21,37,55,BEG,4.00,21,5.25,Flag,22,17,8,7,0,0,0,0,0,16,1,2,14,1,2,1,1,1068,15,15
18,1,2021,21,38,26,BEG,5.50,25,4.54,Flag,12,35,5,2,0,0,0,0,0,10,6,10,8,6,7,1,2,1379,13,15
18,1,2021,21,38,42,BEG,3.93,20,5.08,NF,14,24,15,1,0,0,0,0,0,21,0,0,20,0,0,2,5,1204,13,14
18,1,2021,21,39,18,BEG,4.28,18,4.20,NF,18,19,14,3,0,0,0,0,0,24,0,0,23,0,0,3,2,919,13,16
18,1,2021,21,39,50,BEG,3.95,21,5.31,Flag,16,25,10,2,1,0,0,0,0,11,4,6,11,4,5,2,2,859,14,14
18,1,2021,21,40,20,BEG,2.83,11,3.88,NF,20,15,15,4,0,0,0,0,0,12,0,0,11,0,0,2,3,824,11,11
18,1,2021,21,40,37,BEG,3.81,19,4.98,NF,17,15,17,5,0,0,0,0,0,22,0,0,22,0,0,2,2,795,16,17
18,1,2021,21,40,46,BEG,3.37,17,5.04,Flag,21,18,9,4,1,1,0,0,0,15,1,4,14,1,2,3,1,813,10,11
18,1,2021,21,41,11,BEG,4.34,21,4.83,Flag,15,23,14,1,1,0,0,0,0,17,2,6,16,2,5,4,3,1567,15,16
18,1,2021,21,41,16,BEG,3.14,16,5.09,Flag,17,28,8,1,0,0,0,0,0,13,1,1,12,1,1,2,3,747,11,10
18,1,2021,21,41,42,BEG,2.36,9,3.81,NF,23,20,7,4,0,0,0,0,0,12,0,0,10,0,0,2,2,1020,9,9
18,1,2021,21,41,58,BEG,3.27,14,4.28,Flag,17,22,11,3,1,0,0,0,0,12,1,3,11,1,3,2,6,894,12,13
18,1,2021,21,42,41,BEG,2.55,12,4.70,NF,24,16,9,3,2,0,0,0,0,13,0,0,12,0,0,2,3,776,11,12
18,1,2021,21,42,47,BEG,2.25,7,3.11,NF,29,15,6,4,0,0,0,0,0,9,0,0,7,0,0,1,3,854,7,7
18,1,2021,21,43,0,BEG,4.30,16,3.72,Flag,16,25,10,2,1,0,0,0,0,12,3,8,12,3,7,4,2,880,11,12
18,1,2021,21,43,7,BEG,4.64,24,5.17,Flag,15,23,12,4,0,0,0,0,0,12,3,7,12,3,5,2,1,794,15,15
18,1,2021,21,44,25,BEG,4.10,21,5.12,Flag,20,18,13,2,0,1,0,0,0,17,2,3,16,2,3,3,1,981,14,14
18,1,2021,21,45,28,BEG,2.58,12,4.65,NF,24,14,12,4,0,0,0,0,0,15,0,0,14,0,0,2,2,597,10,12
18,1,2021,21,46,28,BEG,2.92,15,5.13,Flag,20,20,11,1,2,0,0,0,0,14,1,2,14,1,2,2,2,818,12,15
18,1,2021,21,47,48,BEG,4.80,24,5.00,Flag,14,23,14,3,0,0,0,0,0,12,5,11,10,5,7,3,1,1280,14,17
18,1,2021,21,47,58,BEG,2.20,11,5.00,NF,23,16,12,1,2,0,0,0,0,12,0,0,11,0,0,3,5,774,11,11
18,1,2021,21,48,4,BEG,3.82,15,3.92,Flag,17,23,9,4,1,0,0,0,0,20,1,1,17,1,1,4,4,1247,12,13
18,1,2021,21,48,13,BEG,3.73,18,4.82,Flag,17,26,6,5,0,0,0,0,0,14,2,4,14,2,3,2,2,1019,14,14
18,1,2021,21,48,31,BEG,3.36,16,4.76,Flag,17,23,11,2,1,0,0,0,0,13,1,4,11,1,3,3,2,830,12,12
18,1,2021,21,53,19,BEG,2.32,9,3.87,Flag,22,20,7,5,0,0,0,0,0,10,1,1,9,1,1,2,3,649,9,9
18,1,2021,21,54,12,BEG,1.91,7,3.66,Flag,22,18,13,1,0,0,0,0,0,7,1,3,5,1,3,2,4,547,7,7
18,1,2021,21,54,52,BEG,2.35,6,2.55,NF,25,16,10,2,1,0,0,0,0,9,0,0,8,0,0,2,1,709,5,5
18,1,2021,21,55,53,BEG,3.73,19,5.09,Flag,20,18,12,4,0,0,0,0,0,20,1,1,18,1,1,2,3,1560,14,13
18,1,2021,21,56,29,BEG,3.97,20,5.03,Flag,15,28,8,2,1,0,0,0,0,14,2,3,13,2,3,3,4,1168,14,16
18,1,2021,21,58,5,BEG,2.21,6,2.71,Flag,25,16,10,2,1,0,0,0,0,6,2,2,5,1,2,2,4,755,6,6
18,1,2021,22,0,31,BEG,1.28,6,4.68,NF,23,17,12,1,1,0,0,0,0,6,0,0,6,0,0,3,3,527,6,6
18,1,2021,22,1,38,BEG,4.08,18,4.41,Flag,14,29,10,1,0,0,0,0,0,10,4,8,9,4,7,4,3,780,14,14
18,1,2021,22,1,42,BEG,2.08,8,3.84,NF,25,17,8,2,2,0,0,0,0,13,0,0,11,0,0,3,4,676,8,8
18,1,2021,22,2,4,BEG,2.09,10,4.78,NF,24,17,11,2,0,0,0,0,0,12,0,0,11,0,0,2,2,860,6,8
18,1,2021,22,2,22,BEG,2.35,8,3.40,NF,22,21,8,3,0,0,0,0,0,12,0,0,11,0,0,2,4,896,8,8
18,1,2021,22,2,45,BEG,4.80,27,5.62,NF,15,17,21,1,0,0,0,0,0,29,0,0,27,0,0,2,1,1456,17,20
18,1,2021,22,3,50,BEG,4.66,17,3.64,Flag,12,33,8,1,0,0,0,0,0,16,2,8,15,2,6,3,4,1189,13,13
18,1,2021,22,4,43,BEG,4.13,27,6.53,Flag,12,25,15,1,1,0,0,0,0,9,4,11,8,4,7,2,1,1048,16,16
18,1,2021,22,7,0,BEG,6.26,33,5.27,Flag,9,31,13,1,0,0,0,0,0,10,6,16,9,6,12,3,2,1513,21,20
18,1,2021,22,7,37,BEG,4.10,19,4.63,Flag,17,23,10,4,0,0,0,0,0,14,2,4,12,2,4,2,3,961,13,13
18,1,2021,22,7,55,BEG,3.57,16,4.48,NF,16,25,10,3,0,0,0,0,0,19,0,0,16,0,0,1,3,866,12,11
18,1,2021,22,8,33,BEG,3.16,14,4.43,Flag,16,28,8,2,0,0,0,0,0,15,1,3,13,1,2,3,2,897,10,10
18,1,2021,22,9,15,BEG,3.02,12,3.97,NF,22,14,14,3,1,0,0,0,0,17,0,0,15,0,0,2,4,887,12,12
18,1,2021,22,9,27,BEG,2.20,9,4.09,NF,21,17,13,3,0,0,0,0,0,11,0,0,10,0,0,3,3,860,9,9
18,1,2021,22,9,46,BEG,3.15,16,5.07,NF,16,22,13,3,0,0,0,0,0,18,0,0,16,0,0,1,4,968,11,12
18,1,2021,22,10,16,BEG,3.45,17,4.92,NF,22,14,15,3,0,0,0,0,0,18,0,0,17,0,0,1,1,986,10,14
18,1,2021,22,11,38,BEG,4.14,12,2.89,Flag,19,24,5,4,2,0,0,0,0,17,2,4,16,2,2,4,5,1460,12,12
18,1,2021,22,11,43,BEG,4.15,13,3.13,Flag,18,18,16,2,0,0,0,0,0,19,1,3,18,1,1,3,8,1450,13,13
18,1,2021,22,13,1,BEG,8.21,29,3.53,Flag,9,29,11,5,0,0,0,0,0,11,5,18,11,5,14,4,4,1493,19,19
18,1,2021,22,13,32,BEG,2.96,12,4.05,NF,27,8,14,4,1,0,0,0,0,14,0,0,12,0,0,2,3,882,12,12
18,1,2021,22,13,51,BEG,2.42,9,3.71,NF,19,17,14,4,0,0,0,0,0,14,0,0,13,0,0,3,4,838,8,8
18,1,2021,22,14,4,BEG,4.73,16,3.38,Flag,17,20,12,5,0,0,0,0,0,15,4,7,15,4,3,3,4,1098,12,12
18,1,2021,22,14,45,BEG,4.63,18,3.88,Flag,21,16,10,6,1,0,0,0,0,17,1,3,17,1,1,2,3,1190,13,14
18,1,2021,22,15,20,BEG,2.56,12,4.68,NF,26,14,9,3,2,0,0,0,0,12,0,0,12,0,0,2,2,744,11,12
18,1,2021,22,15,58,BEG,2.68,15,5.59,NF,23,14,11,5,1,0,0,0,0,16,0,0,15,0,0,2,1,911,10,12
18,1,2021,22,16,49,BEG,3.65,14,3.83,NF,21,18,9,5,1,0,0,0,0,19,0,0,18,0,0,3,2,1010,11,14
18,1,2021,22,17,7,BEG,3.16,17,5.37,Flag,17,23,13,0,1,0,0,0,0,16,1,2,14,1,2,3,3,1286,13,13
18,1,2021,22,17,27,BEG,3.16,17,5.37,NF,15,17,17,5,0,0,0,0,0,18,0,0,17,0,0,3,4,916,15,15
18,1,2021,22,17,52,BEG,2.23,8,3.58,NF,23,13,14,3,1,0,0,0,0,11,0,0,10,0,0,2,2,956,8,8
18,1,2021,22,18,16,BEG,3.68,15,4.07,NF,20,20,9,3,1,1,0,0,0,20,0,0,19,0,0,3,3,1156,12,12
18,1,2021,22,18,29,BEG,3.02,9,2.98,Flag,21,17,10,5,1,0,0,0,0,12,1,3,11,1,2,3,2,1179,9,9
18,1,2021,22,19,10,BEG,2.16,8,3.70,NF,20,21,11,2,0,0,0,0,0,9,0,0,9,0,0,2,2,965,8,8
18,1,2021,22,19,32,BEG,3.91,16,4.09,Flag,22,21,6,3,1,1,0,0,0,11,3,5,9,3,3,1,1,1091,11,13
18,1,2021,22,20,1,BEG,3.35,14,4.17,Flag,15,25,9,2,3,0,0,0,0,16,1,3,14,1,2,4,3,937,12,13
18,1,2021,22,20,30,BEG,5.72,28,4.89,Flag,10,31,12,1,0,0,0,0,0,18,5,5,17,4,5,3,4,1613,17,19
18,1,2021,22,20,45,BEG,1.76,7,3.97,NF,25,14,13,2,0,0,0,0,0,9,0,0,7,0,0,1,5,562,7,7
18,1,2021,22,21,20,BEG,4.27,12,2.81,NF,21,15,9,7,2,0,0,0,0,23,0,0,22,0,0,4,3,1096,12,12
18,1,2021,22,24,48,BEG,3.29,15,4.55,Flag,18,21,15,0,0,0,0,0,0,15,1,1,14,1,1,2,3,1330,12,13
19,1,2021,17,10,46,BEG,4.18,15,3.58,Flag,16,26,9,2,1,0,0,0,0,10,2,5,10,2,3,2,3,885,11,12
19,1,2021,17,11,36,BEG,5.46,26,4.76,Flag,16,23,14,1,0,0,0,0,0,19,1,4,18,1,3,2,1,1016,16,19
19,1,2021,17,13,3,BEG,5.13,20,3.89,Flag,13,26,11,4,0,0,0,0,0,16,2,4,15,2,4,3,3,1232,16,17
19,1,2021,17,14,29,BEG,5.07,17,3.35,Flag,16,21,12,4,1,0,0,0,0,12,5,6,10,5,4,3,5,1133,14,15
19,1,2021,17,17,1,BEG,6.29,29,4.61,Flag,8,28,17,1,0,0,0,0,0,18,3,13,17,3,8,3,3,1570,19,24
19,1,2021,17,17,27,BEG,4.57,20,4.37,Flag,19,20,10,4,1,0,0,0,0,20,1,4,19,1,3,2,2,1291,13,13
19,1,2021,17,17,38,BEG,5.55,21,3.78,Flag,15,23,13,3,0,0,0,0,0,15,3,11,12,3,7,3,2,1273,14,15
19,1,2021,17,18,2,BEG,6.06,25,4.12,Flag,13,30,8,3,0,0,0,0,0,17,4,13,15,4,11,3,3,2326,18,17
19,1,2021,17,20,3,BEG,4.30,19,4.41,Flag,13,23,17,1,0,0,0,0,0,16,3,5,15,3,3,3,4,1443,16,15
19,1,2021,17,21,11,BEG,2.52,12,4.76,NF,21,18,9,4,1,1,0,0,0,13,0,0,12,0,0,2,4,760,9,10
19,1,2021,17,21,38,BEG,3.48,17,4.88,Flag,21,17,12,4,0,0,0,0,0,10,2,8,9,2,4,2,3,779,13,14
19,1,2021,17,22,48,BEG,3.68,18,4.89,Flag,22,15,10,7,0,0,0,0,0,19,1,2,16,1,2,2,2,1483,14,15
19,1,2021,17,25,14,BEG,3.45,14,4.05,Flag,21,20,7,5,0,1,0,0,0,14,1,1,12,1,1,1,4,1160,12,13
19,1,2021,17,25,29,BEG,2.80,13,4.64,Flag,23,15,10,4,1,1,0,0,0,13,1,2,12,1,1,2,2,1064,10,10
20,1,2021,16,1,18,BEG,3.93,13,3.30,NF,17,21,8,7,1,0,0,0,0,18,0,0,17,0,0,3,5,947,13,13
20,1,2021,18,1,41,BEG,2.55,12,4.70,NF,23,15,12,3,1,0,0,0,0,14,0,0,12,0,0,1,3,828,10,12
20,1,2021,18,1,48,BEG,3.54,12,3.38,Flag,16,26,9,3,0,0,0,0,0,15,1,1,13,1,1,3,5,1221,11,11
20,1,2021,18,2,13,BEG,3.63,16,4.40,NF,17,20,16,1,0,0,0,0,0,18,0,0,17,0,0,1,5,1126,12,14
20,1,2021,18,2,23,BEG,2.92,13,4.45,NF,19,20,12,3,0,0,0,0,0,15,0,0,14,0,0,2,4,1025,11,12
20,1,2021,18,2,28,BEG,4.12,20,4.85,Flag,18,16,17,3,0,0,0,0,0,21,1,1,20,1,1,2,2,1337,15,16
20,1,2021,18,3,57,BEG,4.58,13,2.83,Flag,16,26,11,1,0,0,0,0,0,18,1,3,16,1,2,3,5,1341,11,11
20,1,2021,18,5,21,BEG,4.10,20,4.87,Flag,22,13,14,4,1,0,0,0,0,19,1,1,16,1,1,1,1,1092,14,15
20,1,2021,18,6,0,BEG,2.18,9,4.12,NF,26,10,13,4,0,1,0,0,0,10,0,0,9,0,0,2,3,716,9,9
20,1,2021,18,6,25,BEG,5.58,23,4.12,Flag,14,25,11,4,0,0,0,0,0,12,5,8,10,5,6,3,2,1744,14,16
20,1,2021,18,7,9,BEG,4.68,21,4.48,Flag,15,18,21,0,0,0,0,0,0,12,4,6,11,4,6,3,2,1271,15,15
20,1,2021,18,7,48,BEG,3.37,11,3.26,Flag,21,20,8,3,2,0,0,0,0,11,1,3,10,1,2,3,3,829,11,11
20,1,2021,18,8,23,BEG,3.05,13,4.26,NF,16,24,11,3,0,0,0,0,0,15,0,0,14,0,0,4,7,896,13,13
20,1,2021,18,8,41,BEG,3.57,16,4.48,Flag,22,12,13,6,1,0,0,0,0,15,1,2,15,1,1,2,2,1115,15,16
20,1,2021,18,8,50,BEG,4.19,20,4.77,Flag,18,20,14,0,2,0,0,0,0,11,4,9,10,4,6,2,2,1052,15,15
20,1,2021,18,9,32,BEG,5.23,22,4.20,Flag,15,25,14,0,0,0,0,0,0,13,2,9,11,2,5,1,1,1215,13,15
20,1,2021,18,9,53,BEG,1.78,6,3.37,NF,25,15,10,3,1,0,0,0,0,8,0,0,8,0,0,2,2,441,6,6
20,1,2021,18,10,22,BEG,3.30,13,3.93,Flag,23,16,11,4,0,0,0,0,0,10,1,4,9,1,4,2,3,1009,11,11
20,1,2021,18,11,5,BEG,2.40,9,3.74,NF,24,19,8,1,2,0,0,0,0,12,0,0,10,0,0,2,4,777,9,9
20,1,2021,18,11,40,BEG,4.18,17,4.06,Flag,16,23,10,5,0,0,0,0,0,19,1,2,17,1,2,3,3,847,12,12
20,1,2021,18,12,2,BEG,3.24,13,4.01,Flag,23,19,9,3,0,0,0,0,0,12,1,1,10,1,1,1,5,904,12,11
20,1,2021,18,12,10,BEG,5.19,21,4.04,Flag,16,24,12,2,0,0,0,0,0,8,6,11,7,6,8,2,1,1441,11,12
20,1,2021,18,12,39,BEG,3.46,17,4.91,Flag,16,29,6,3,0,0,0,0,0,10,1,7,9,1,5,2,2,912,12,11
20,1,2021,18,13,53,BEG,2.60,11,4.23,NF,22,16,9,6,1,0,0,0,0,14,0,0,13,0,0,3,2,723,11,11
20,1,2021,18,14,10,BEG,3.50,18,5.14,NF,21,14,13,5,1,0,0,0,0,20,0,0,18,0,0,1,1,920,13,16
20,1,2021,18,14,48,BEG,2.16,10,4.62,Flag,20,21,10,3,0,0,0,0,0,8,1,3,7,1,3,2,4,662,8,8
20,1,2021,18,15,11,BEG,3.22,12,3.72,Flag,19,21,9,5,0,0,0,0,0,12,1,3,9,1,3,3,6,926,10,11
20,1,2021,18,16,1,BEG,4.48,20,4.46,Flag,18,19,11,6,0,0,0,0,0,16,2,7,15,2,4,2,2,970,13,13
20,1,2021,18,21,45,BEG,3.18,11,3.45,NF,19,18,15,2,0,0,0,0,0,18,0,0,16,0,0,2,4,804,9,9
20,1,2021,18,21,55,BEG,3.83,13,3.39,NF,21,14,12,6,1,0,0,0,0,22,0,0,18,0,0,3,3,591,11,11
20,1,2021,18,22,17,BEG,6.22,28,4.50,Flag,13,31,3,6,1,0,0,0,0,17,4,8,15,4,7,2,2,1632,16,17
20,1,2021,18,22,21,BEG,2.46,10,4.06,NF,21,19,10,2,2,0,0,0,0,13,0,0,10,0,0,2,4,886,10,10
20,1,2021,18,22,25,BEG,2.92,13,4.45,NF,18,23,12,1,0,0,0,0,0,15,0,0,14,0,0,2,2,937,10,10
20,1,2021,18,22,32,BEG,4.29,26,6.06,Flag,17,20,14,3,0,0,0,0,0,12,5,8,10,5,5,1,1,955,14,17
20,1,2021,18,29,31,BEG,5.97,24,4.02,Flag,15,26,10,3,0,0,0,0,0,16,4,11,14,4,6,2,1,1163,14,15
20,1,2021,18,29,37,BEG,3.63,13,3.58,Flag,16,28,8,1,1,0,0,0,0,9,2,7,8,2,6,3,3,1081,11,11
20,1,2021,18,29,50,BEG,2.16,9,4.16,NF,24,19,6,3,1,1,0,0,0,11,0,0,9,0,0,1,6,762,9,9
20,1,2021,18,29,58,BEG,3.31,13,3.92,Flag,20,15,15,3,1,0,0,0,0,10,2,4,10,2,3,2,2,760,10,10
20,1,2021,18,30,52,BEG,2.39,9,3.76,Flag,23,17,10,4,0,0,0,0,0,9,1,1,9,1,1,2,5,796,9,9
20,1,2021,18,31,13,BEG,3.20,20,6.25,Flag,15,29,7,3,0,0,0,0,0,14,1,2,14,1,2,2,4,974,13,16
20,1,2021,18,32,15,BEG,2.17,11,5.06,NF,25,16,7,6,0,0,0,0,0,11,0,0,11,0,0,1,4,700,11,11
20,1,2021,18,35,34,BEG,4.25,19,4.47,Flag,18,21,12,3,0,0,0,0,0,10,2,6,10,2,6,2,4,867,15,13
20,1,2021,18,35,41,BEG,5.55,18,3.24,Flag,12,28,14,0,0,0,0,0,0,15,2,10,10,2,8,4,5,1410,15,15
20,1,2021,18,35,49,BEG,3.98,18,4.52,Flag,15,26,12,1,0,0,0,0,0,10,2,7,8,2,6,2,4,1058,12,13
20,1,2021,18,36,16,BEG,2.33,8,3.43,NF,25,14,11,2,1,1,0,0,0,13,0,0,12,0,0,2,2,635,7,7
20,1,2021,18,37,21,BEG,4.82,20,4.14,Flag,16,22,11,5,0,0,0,0,0,11,5,9,10,5,4,1,3,1102,13,16
20,1,2021,19,9,38,BEG,5.25,19,3.61,Flag,13,26,15,0,0,0,0,0,0,18,3,5,17,3,3,2,5,1016,16,16
20,1,2021,19,10,9,BEG,2.85,9,3.15,NF,19,19,10,5,1,0,0,0,0,15,0,0,12,0,0,3,3,723,9,9
20,1,2021,19,10,53,BEG,3.57,14,3.92,Flag,21,19,10,3,1,0,0,0,0,16,1,2,15,1,2,3,1,740,11,11
20,1,2021,19,10,59,BEG,5.56,25,4.49,Flag,12,31,10,1,0,0,0,0,0,12,4,10,10,4,9,2,1,1356,15,15
20,1,2021,19,11,26,BEG,3.82,15,3.92,Flag,16,24,12,2,0,0,0,0,0,17,1,3,17,1,2,4,3,1274,12,12
20,1,2021,19,11,52,BEG,3.85,18,4.67,Flag,17,20,14,2,1,0,0,0,0,17,2,3,17,2,3,3,1,1180,13,14
20,1,2021,19,13,48,BEG,3.27,20,6.11,Flag,21,17,10,5,1,0,0,0,0,16,1,2,14,1,2,1,1,790,13,14
20,1,2021,19,14,51,BEG,3.59,17,4.73,Flag,20,21,7,5,1,0,0,0,0,14,1,3,12,1,2,3,3,1141,12,12
20,1,2021,19,15,3,BEG,1.86,8,4.30,NF,22,20,5,7,0,0,0,0,0,9,0,0,8,0,0,2,3,672,8,8
20,1,2021,19,16,9,BEG,3.39,14,4.12,Flag,16,23,14,1,0,0,0,0,0,16,1,1,15,1,1,3,3,1036,12,13
20,1,2021,19,16,32,BEG,4.44,12,2.70,NF,21,20,7,5,0,0,1,0,0,17,0,0,13,0,0,1,3,1008,11,12
20,1,2021,19,20,45,BEG,1.84,10,5.43,NF,22,14,16,2,0,0,0,0,0,11,0,0,10,0,0,1,2,624,10,10
20,1,2021,19,23,37,BEG,4.88,28,5.73,Flag,15,23,12,4,0,0,0,0,0,23,1,3,21,1,2,2,3,1841,17,19
20,1,2021,19,24,34,BEG,4.97,22,4.42,Flag,14,22,13,3,2,0,0,0,0,20,2,6,18,2,4,4,5,1234,17,18
20,1,2021,19,25,4,BEG,2.12,12,5.66,Flag,22,16,12,2,2,0,0,0,0,7,2,3,6,2,2,2,1,709,10,10
20,1,2021,19,25,18,BEG,4.47,19,4.25,Flag,15,22,13,3,1,0,0,0,0,21,1,1,20,1,1,3,2,1222,14,16
20,1,2021,19,25,23,BEG,3.56,13,3.65,Flag,18,20,11,5,0,0,0,0,0,8,3,10,7,3,5,3,3,1065,11,11
20,1,2021,19,26,19,BEG,4.03,17,4.21,NF,20,15,9,8,2,0,0,0,0,21,0,0,21,0,0,3,3,1404,16,15
20,1,2021,19,30,22,BEG,2.95,14,4.74,Flag,23,20,4,5,2,0,0,0,0,9,2,2,9,2,2,2,2,565,9,10
20,1,2021,19,30,48,BEG,3.51,18,5.12,NF,22,15,13,3,1,0,0,0,0,20,0,0,19,0,0,2,2,1122,13,16
20,1,2021,19,31,12,BEG,4.46,21,4.70,Flag,13,24,15,2,0,0,0,0,0,22,1,1,20,1,1,3,4,1458,17,20
20,1,2021,19,32,47,BEG,4.12,17,4.12,Flag,16,26,10,2,0,0,0,0,0,19,1,2,15,1,2,3,2,1745,11,14
20,1,2021,19,32,57,BEG,2.05,9,4.39,NF,17,26,10,1,0,0,0,0,0,10,0,0,9,0,0,2,4,783,9,9
20,1,2021,19,33,9,BEG,2.10,11,5.23,NF,21,17,11,5,0,0,0,0,0,13,0,0,11,0,0,2,3,737,11,11
20,1,2021,19,34,22,BEG,5.34,24,4.49,NF,16,20,11,7,0,0,0,0,0,30,0,0,27,0,0,2,2,1411,15,18
20,1,2021,19,35,22,BEG,1.52,5,3.28,NF,25,16,10,3,0,0,0,0,0,8,0,0,6,0,0,2,3,742,5,5
20,1,2021,19,35,35,BEG,2.36,11,4.66,NF,19,18,15,2,0,0,0,0,0,13,0,0,12,0,0,4,5,905,9,9
20,1,2021,19,35,47,BEG,3.37,16,4.74,Flag,15,25,11,3,0,0,0,0,0,5,3,8,5,3,6,3,6,1043,12,12
